transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status
T106439,2023-12-18,C1102,P114,BR-North,Branch,4,300.28,10,1201.12,1081.01,1004.2,76.81,Overdue
T106440,2023-12-18,C1109,P125,BR-West,Partner,1,485.1,10,485.1,436.59,299.53,137.06,Paid
T106441,2023-12-18,C1045,P123,BR-South,Direct Sales,4,162.74,10,650.96,585.86,451.76,134.1,Paid
T106442,2023-12-18,C1069,P102,BR-West,Direct Sales,3,86.45,5,259.35,246.38,249.54,-3.16,Pending
T106443,2023-12-18,C1013,P120,BR-East,Partner,1,69.8,10,69.8,62.82,48.96,13.86,Paid
T106444,2023-12-19,C1027,P114,BR-North,Branch,1,300.28,15,300.28,255.24,251.05,4.19,Pending
T106445,2023-12-19,C1097,P120,BR-North,Online,1,69.8,20,69.8,55.84,48.96,6.88,Paid
T106446,2023-12-19,C1045,P108,BR-East,Partner,1,159.08,15,159.08,135.22,110.17,25.05,Paid
T106447,2023-12-19,C1114,P121,BR-East,Online,1,26.85,10,26.85,24.17,15.5,8.67,Paid
T106448,2023-12-19,C1028,P103,BR-West,Branch,3,38.46,10,115.38,103.84,68.1,35.74,Paid
T106449,2023-12-19,C1100,P107,BR-South,Dealer,1,99.09,5,99.09,94.14,95.21,-1.07,Partially Paid
T106450,2023-12-19,C1001,P109,BR-East,Online,1,221.65,10,221.65,199.48,169.04,30.44,Overdue
T106451,2023-12-19,C1044,P110,BR-East,Direct Sales,2,309.81,5,619.62,588.64,500.74,87.9,Paid
T106452,2023-12-19,C1116,P107,BR-East,Dealer,1,99.09,10,99.09,89.18,95.21,-6.03,Pending
T106453,2023-12-19,C1030,P108,BR-Central,Branch,4,159.08,15,636.32,540.87,440.68,100.19,Overdue
T106454,2023-12-19,C1088,P108,BR-Central,Online,3,159.08,20,477.24,381.79,330.51,51.28,Paid
T106455,2023-12-19,C1028,P110,BR-East,Online,1,309.81,25,309.81,232.36,250.37,-18.01,Pending
T106456,2023-12-19,C1102,P127,BR-South,Direct Sales,1,302.97,15,302.97,257.52,279.92,-22.4,Overdue
T106457,2023-12-19,C1003,P126,BR-East,Branch,3,470.35,5,1411.05,1340.5,820.59,519.91,Paid
T106458,2023-12-19,C1079,P115,BR-South,Direct Sales,2,307.7,10,615.4,553.86,591.7,-37.84,Overdue
T106459,2023-12-19,C1000,P128,BR-East,Online,2,53.36,15,106.72,90.71,84.44,6.27,Pending
T106460,2023-12-19,C1037,P117,BR-West,Branch,1,483.16,15,483.16,410.69,293.51,117.18,Paid
T106461,2023-12-19,C1114,P103,BR-South,Online,4,38.46,10,153.84,138.46,90.8,47.66,Paid
T106462,2023-12-19,C1109,P119,BR-West,Branch,3,345.27,5,1035.81,984.02,743.67,240.35,Overdue
T106463,2023-12-19,C1094,P116,BR-North,Branch,1,41.88,15,41.88,35.6,23.68,11.92,Pending
T106464,2023-12-19,C1065,P109,BR-South,Online,1,221.65,25,221.65,166.24,169.04,-2.8,Paid
T106465,2023-12-19,C1025,P114,BR-North,Online,2,300.28,20,600.56,480.45,502.1,-21.65,Paid
T106466,2023-12-19,C1039,P102,BR-North,Direct Sales,1,86.45,20,86.45,69.16,83.18,-14.02,Paid
T106467,2023-12-19,C1101,P109,BR-West,Branch,1,221.65,15,221.65,188.4,169.04,19.36,Partially Paid
T106468,2023-12-19,C1021,P129,BR-East,Online,2,32.16,20,64.32,51.46,48.4,3.06,Paid
T106469,2023-12-20,C1060,P100,BR-West,Branch,3,193.52,5,580.56,551.53,327.9,223.63,Paid
T106470,2023-12-20,C1008,P124,BR-East,Dealer,1,277.89,15,277.89,236.21,220.8,15.41,Paid
T106471,2023-12-20,C1070,P107,BR-North,Direct Sales,1,99.09,5,99.09,94.14,95.21,-1.07,Paid
T106472,2023-12-20,C1091,P112,BR-South,Branch,2,233.47,15,466.94,396.9,286.9,110.0,Pending
T106473,2023-12-20,C1090,P107,BR-South,Direct Sales,5,99.09,5,495.45,470.68,476.05,-5.37,Paid
T106474,2023-12-20,C1013,P129,BR-East,Branch,2,32.16,25,64.32,48.24,48.4,-0.16,Paid
T106475,2023-12-20,C1008,P102,BR-Central,Partner,1,86.45,20,86.45,69.16,83.18,-14.02,Paid
T106476,2023-12-20,C1104,P113,BR-East,Branch,1,107.84,10,107.84,97.06,75.03,22.03,Paid
T106477,2023-12-20,C1047,P113,BR-North,Partner,3,107.84,5,323.52,307.34,225.09,82.25,Paid
T106478,2023-12-20,C1118,P119,BR-Central,Dealer,1,345.27,20,345.27,276.22,247.89,28.33,Paid
T106479,2023-12-20,C1105,P114,BR-South,Branch,1,300.28,20,300.28,240.22,251.05,-10.83,Partially Paid
T106480,2023-12-20,C1068,P102,BR-North,Online,1,86.45,5,86.45,82.13,83.18,-1.05,Paid
T106481,2023-12-20,C1057,P101,BR-Central,Dealer,3,368.68,5,1106.04,1050.74,741.48,309.26,Pending
T106482,2023-12-20,C1073,P129,BR-North,Branch,2,32.16,20,64.32,51.46,48.4,3.06,Pending
T106483,2023-12-20,C1108,P105,BR-South,Direct Sales,2,20.09,15,40.18,34.15,22.46,11.69,Paid
T106484,2023-12-20,C1019,P129,BR-North,Online,1,32.16,10,32.16,28.94,24.2,4.74,Paid
T106485,2023-12-20,C1023,P110,BR-West,Online,3,309.81,5,929.43,882.96,751.11,131.85,Paid
T106486,2023-12-20,C1010,P104,BR-West,Branch,3,304.55,5,913.65,867.97,582.51,285.46,Pending
T106487,2023-12-20,C1006,P105,BR-West,Direct Sales,1,20.09,25,20.09,15.07,11.23,3.84,Paid
T106488,2023-12-20,C1044,P118,BR-North,Online,1,159.26,15,159.26,135.37,130.7,4.67,Pending
T106489,2023-12-20,C1081,P113,BR-East,Dealer,2,107.84,15,215.68,183.33,150.06,33.27,Paid
T106490,2023-12-20,C1083,P101,BR-East,Online,3,368.68,20,1106.04,884.83,741.48,143.35,Paid
T106491,2023-12-20,C1010,P125,BR-East,Dealer,1,485.1,20,485.1,388.08,299.53,88.55,Partially Paid
T106492,2023-12-20,C1030,P106,BR-East,Online,4,417.9,5,1671.6,1588.02,1314.36,273.66,Paid
T106493,2023-12-20,C1011,P125,BR-South,Dealer,3,485.1,20,1455.3,1164.24,898.59,265.65,Paid
T106494,2023-12-20,C1058,P116,BR-West,Dealer,1,41.88,20,41.88,33.5,23.68,9.82,Paid
T106495,2023-12-21,C1073,P113,BR-North,Partner,2,107.84,5,215.68,204.9,150.06,54.84,Paid
T106496,2023-12-21,C1051,P129,BR-Central,Branch,1,32.16,10,32.16,28.94,24.2,4.74,Paid
T106497,2023-12-21,C1071,P113,BR-West,Online,2,107.84,5,215.68,204.9,150.06,54.84,Paid
T106498,2023-12-21,C1041,P107,BR-East,Dealer,4,99.09,10,396.36,356.72,380.84,-24.12,Overdue
T106499,2023-12-21,C1046,P118,BR-East,Dealer,1,159.26,10,159.26,143.33,130.7,12.63,Paid
T106500,2023-12-21,C1048,P101,BR-East,Branch,1,368.68,5,368.68,350.25,247.16,103.09,Paid
T106501,2023-12-21,C1005,P110,BR-Central,Branch,3,309.81,10,929.43,836.49,751.11,85.38,Paid
T106502,2023-12-21,C1090,P129,BR-Central,Online,4,32.16,15,128.64,109.34,96.8,12.54,Paid
T106503,2023-12-21,C1023,P101,BR-East,Dealer,5,368.68,15,1843.4,1566.89,1235.8,331.09,Paid
T106504,2023-12-21,C1030,P120,BR-North,Branch,3,69.8,10,209.4,188.46,146.88,41.58,Paid
T106505,2023-12-21,C1110,P105,BR-East,Direct Sales,1,20.09,20,20.09,16.07,11.23,4.84,Overdue
T106506,2023-12-21,C1044,P117,BR-North,Branch,1,483.16,20,483.16,386.53,293.51,93.02,Paid
T106507,2023-12-21,C1099,P108,BR-Central,Branch,4,159.08,5,636.32,604.5,440.68,163.82,Pending
T106508,2023-12-21,C1016,P126,BR-North,Online,5,470.35,5,2351.75,2234.16,1367.65,866.51,Paid
T106509,2023-12-21,C1033,P112,BR-East,Branch,1,233.47,30,233.47,163.43,143.45,19.98,Paid
T106510,2023-12-21,C1033,P101,BR-North,Branch,1,368.68,15,368.68,313.38,247.16,66.22,Pending
T106511,2023-12-21,C1027,P112,BR-North,Online,1,233.47,25,233.47,175.1,143.45,31.65,Overdue
T106512,2023-12-21,C1026,P112,BR-West,Direct Sales,1,233.47,15,233.47,198.45,143.45,55.0,Pending
T106513,2023-12-21,C1047,P103,BR-West,Online,3,38.46,15,115.38,98.07,68.1,29.97,Pending
T106514,2023-12-21,C1030,P126,BR-East,Online,2,470.35,15,940.7,799.6,547.06,252.54,Paid
T106515,2023-12-21,C1084,P120,BR-West,Branch,1,69.8,25,69.8,52.35,48.96,3.39,Paid
T106516,2023-12-21,C1088,P104,BR-North,Branch,1,304.55,10,304.55,274.1,194.17,79.93,Paid
T106517,2023-12-21,C1072,P128,BR-Central,Direct Sales,2,53.36,20,106.72,85.38,84.44,0.94,Paid
T106518,2023-12-22,C1046,P129,BR-East,Online,2,32.16,20,64.32,51.46,48.4,3.06,Paid
T106519,2023-12-22,C1045,P121,BR-North,Online,3,26.85,10,80.55,72.5,46.5,26.0,Paid
T106520,2023-12-22,C1067,P109,BR-North,Dealer,2,221.65,10,443.3,398.97,338.08,60.89,Paid
T106521,2023-12-22,C1037,P120,BR-North,Partner,3,69.8,15,209.4,177.99,146.88,31.11,Paid
T106522,2023-12-22,C1106,P118,BR-South,Online,2,159.26,5,318.52,302.59,261.4,41.19,Paid
T106523,2023-12-22,C1086,P121,BR-North,Branch,1,26.85,20,26.85,21.48,15.5,5.98,Paid
T106524,2023-12-22,C1009,P124,BR-East,Online,1,277.89,10,277.89,250.1,220.8,29.3,Paid
T106525,2023-12-22,C1058,P125,BR-East,Online,1,485.1,15,485.1,412.34,299.53,112.81,Paid
T106526,2023-12-22,C1105,P121,BR-East,Branch,2,26.85,20,53.7,42.96,31.0,11.96,Paid
T106527,2023-12-22,C1020,P120,BR-North,Online,1,69.8,25,69.8,52.35,48.96,3.39,Paid
T106528,2023-12-22,C1093,P114,BR-West,Branch,2,300.28,5,600.56,570.53,502.1,68.43,Overdue
T106529,2023-12-22,C1111,P107,BR-East,Dealer,3,99.09,5,297.27,282.41,285.63,-3.22,Paid
T106530,2023-12-22,C1115,P113,BR-East,Online,1,107.84,5,107.84,102.45,75.03,27.42,Paid
T106531,2023-12-22,C1075,P129,BR-North,Direct Sales,1,32.16,20,32.16,25.73,24.2,1.53,Paid
T106532,2023-12-22,C1047,P129,BR-North,Partner,2,32.16,10,64.32,57.89,48.4,9.49,Paid
T106533,2023-12-22,C1053,P116,BR-South,Direct Sales,1,41.88,25,41.88,31.41,23.68,7.73,Partially Paid
T106534,2023-12-22,C1058,P119,BR-East,Dealer,1,345.27,15,345.27,293.48,247.89,45.59,Paid
T106535,2023-12-22,C1029,P102,BR-East,Online,2,86.45,20,172.9,138.32,166.36,-28.04,Pending
T106536,2023-12-22,C1040,P103,BR-West,Branch,4,38.46,15,153.84,130.76,90.8,39.96,Paid
T106537,2023-12-22,C1082,P115,BR-North,Branch,1,307.7,5,307.7,292.32,295.85,-3.53,Paid
T106538,2023-12-23,C1060,P110,BR-Central,Branch,4,309.81,10,1239.24,1115.32,1001.48,113.84,Partially Paid
T106539,2023-12-23,C1108,P104,BR-Central,Dealer,1,304.55,10,304.55,274.1,194.17,79.93,Paid
T106540,2023-12-23,C1062,P123,BR-West,Direct Sales,4,162.74,10,650.96,585.86,451.76,134.1,Pending
T106541,2023-12-23,C1052,P106,BR-North,Online,4,417.9,10,1671.6,1504.44,1314.36,190.08,Paid
T106542,2023-12-23,C1064,P123,BR-West,Partner,1,162.74,15,162.74,138.33,112.94,25.39,Paid
T106543,2023-12-23,C1011,P107,BR-North,Online,2,99.09,10,198.18,178.36,190.42,-12.06,Paid
T106544,2023-12-23,C1111,P128,BR-East,Direct Sales,2,53.36,25,106.72,80.04,84.44,-4.4,Partially Paid
T106545,2023-12-23,C1061,P104,BR-West,Dealer,4,304.55,20,1218.2,974.56,776.68,197.88,Paid
T106546,2023-12-23,C1010,P116,BR-South,Branch,4,41.88,15,167.52,142.39,94.72,47.67,Overdue
T106547,2023-12-23,C1021,P125,BR-North,Online,3,485.1,25,1455.3,1091.47,898.59,192.88,Paid
T106548,2023-12-23,C1097,P109,BR-North,Dealer,3,221.65,10,664.95,598.46,507.12,91.34,Overdue
T106549,2023-12-23,C1014,P116,BR-South,Partner,1,41.88,10,41.88,37.69,23.68,14.01,Overdue
T106550,2023-12-23,C1100,P114,BR-South,Dealer,1,300.28,5,300.28,285.27,251.05,34.22,Paid
T106551,2023-12-23,C1096,P113,BR-North,Online,3,107.84,20,323.52,258.82,225.09,33.73,Paid
T106552,2023-12-23,C1056,P112,BR-South,Direct Sales,1,233.47,30,233.47,163.43,143.45,19.98,Paid
T106553,2023-12-23,C1015,P129,BR-North,Dealer,4,32.16,15,128.64,109.34,96.8,12.54,Partially Paid
T106554,2023-12-23,C1037,P105,BR-South,Online,1,20.09,25,20.09,15.07,11.23,3.84,Paid
T106555,2023-12-23,C1084,P124,BR-North,Direct Sales,2,277.89,10,555.78,500.2,441.6,58.6,Pending
T106556,2023-12-23,C1022,P127,BR-Central,Direct Sales,5,302.97,15,1514.85,1287.62,1399.6,-111.98,Paid
T106557,2023-12-23,C1025,P110,BR-North,Partner,1,309.81,20,309.81,247.85,250.37,-2.52,Paid
T106558,2023-12-23,C1045,P124,BR-South,Partner,1,277.89,10,277.89,250.1,220.8,29.3,Paid
T106559,2023-12-23,C1069,P126,BR-East,Partner,1,470.35,15,470.35,399.8,273.53,126.27,Paid
T106560,2023-12-23,C1012,P126,BR-East,Branch,1,470.35,10,470.35,423.32,273.53,149.79,Paid
T106561,2023-12-23,C1007,P106,BR-East,Dealer,1,417.9,10,417.9,376.11,328.59,47.52,Paid
T106562,2023-12-23,C1066,P113,BR-North,Partner,1,107.84,15,107.84,91.66,75.03,16.63,Partially Paid
T106563,2023-12-24,C1032,P105,BR-South,Branch,1,20.09,10,20.09,18.08,11.23,6.85,Overdue
T106564,2023-12-24,C1074,P106,BR-North,Partner,1,417.9,20,417.9,334.32,328.59,5.73,Paid
T106565,2023-12-24,C1083,P118,BR-South,Online,2,159.26,20,318.52,254.82,261.4,-6.58,Paid
T106566,2023-12-24,C1012,P126,BR-North,Online,3,470.35,15,1411.05,1199.39,820.59,378.8,Paid
T106567,2023-12-24,C1011,P104,BR-West,Direct Sales,3,304.55,5,913.65,867.97,582.51,285.46,Paid
T106568,2023-12-24,C1010,P107,BR-West,Dealer,3,99.09,15,297.27,252.68,285.63,-32.95,Pending
T106569,2023-12-24,C1036,P106,BR-East,Branch,2,417.9,15,835.8,710.43,657.18,53.25,Overdue
T106570,2023-12-24,C1093,P111,BR-North,Direct Sales,5,153.15,5,765.75,727.46,566.75,160.71,Pending
T106571,2023-12-24,C1059,P104,BR-North,Branch,3,304.55,20,913.65,730.92,582.51,148.41,Paid
T106572,2023-12-24,C1007,P109,BR-Central,Partner,3,221.65,25,664.95,498.71,507.12,-8.41,Paid
T106573,2023-12-24,C1053,P128,BR-Central,Online,3,53.36,5,160.08,152.08,126.66,25.42,Paid
T106574,2023-12-24,C1113,P114,BR-North,Online,4,300.28,25,1201.12,900.84,1004.2,-103.36,Paid
T106575,2023-12-24,C1028,P126,BR-Central,Direct Sales,1,470.35,10,470.35,423.32,273.53,149.79,Partially Paid
T106576,2023-12-24,C1074,P107,BR-South,Dealer,2,99.09,10,198.18,178.36,190.42,-12.06,Paid
T106577,2023-12-24,C1119,P125,BR-Central,Partner,1,485.1,10,485.1,436.59,299.53,137.06,Paid
T106578,2023-12-24,C1112,P109,BR-East,Online,1,221.65,15,221.65,188.4,169.04,19.36,Paid
T106579,2023-12-24,C1117,P124,BR-South,Branch,1,277.89,10,277.89,250.1,220.8,29.3,Paid
T106580,2023-12-24,C1079,P117,BR-North,Dealer,1,483.16,20,483.16,386.53,293.51,93.02,Paid
T106581,2023-12-24,C1099,P107,BR-West,Dealer,3,99.09,10,297.27,267.54,285.63,-18.09,Paid
T106582,2023-12-24,C1099,P121,BR-North,Online,1,26.85,15,26.85,22.82,15.5,7.32,Overdue
T106583,2023-12-24,C1105,P112,BR-West,Direct Sales,2,233.47,30,466.94,326.86,286.9,39.96,Paid
T106584,2023-12-24,C1031,P126,BR-Central,Branch,3,470.35,15,1411.05,1199.39,820.59,378.8,Paid
T106585,2023-12-24,C1092,P106,BR-Central,Online,1,417.9,5,417.9,397.0,328.59,68.41,Pending
T106586,2023-12-24,C1037,P116,BR-South,Online,3,41.88,25,125.64,94.23,71.04,23.19,Paid
T106587,2023-12-24,C1063,P105,BR-West,Online,1,20.09,20,20.09,16.07,11.23,4.84,Paid
T106588,2023-12-24,C1040,P122,BR-West,Partner,2,136.8,15,273.6,232.56,256.32,-23.76,Partially Paid
T106589,2023-12-24,C1077,P123,BR-East,Online,2,162.74,25,325.48,244.11,225.88,18.23,Paid
T106590,2023-12-24,C1015,P103,BR-North,Online,2,38.46,25,76.92,57.69,45.4,12.29,Pending
T106591,2023-12-24,C1082,P101,BR-Central,Direct Sales,2,368.68,5,737.36,700.49,494.32,206.17,Pending
T106592,2023-12-24,C1068,P110,BR-East,Branch,2,309.81,15,619.62,526.68,500.74,25.94,Paid
T106593,2023-12-24,C1091,P111,BR-North,Online,2,153.15,10,306.3,275.67,226.7,48.97,Paid
T106594,2023-12-24,C1118,P120,BR-North,Dealer,1,69.8,10,69.8,62.82,48.96,13.86,Paid
T106595,2023-12-24,C1034,P110,BR-East,Branch,1,309.81,20,309.81,247.85,250.37,-2.52,Partially Paid
T106596,2023-12-24,C1035,P125,BR-West,Online,3,485.1,10,1455.3,1309.77,898.59,411.18,Paid
T106597,2023-12-24,C1008,P117,BR-West,Online,3,483.16,5,1449.48,1377.01,880.53,496.48,Paid
T106598,2023-12-25,C1110,P106,BR-West,Online,1,417.9,25,417.9,313.42,328.59,-15.17,Paid
T106599,2023-12-25,C1023,P101,BR-East,Dealer,1,368.68,10,368.68,331.81,247.16,84.65,Partially Paid
T106600,2023-12-25,C1087,P106,BR-East,Online,1,417.9,20,417.9,334.32,328.59,5.73,Paid
T106601,2023-12-25,C1049,P113,BR-West,Dealer,1,107.84,20,107.84,86.27,75.03,11.24,Pending
T106602,2023-12-25,C1059,P101,BR-South,Online,1,368.68,10,368.68,331.81,247.16,84.65,Paid
T106603,2023-12-25,C1006,P120,BR-Central,Partner,5,69.8,10,349.0,314.1,244.8,69.3,Paid
T106604,2023-12-25,C1095,P126,BR-East,Branch,1,470.35,5,470.35,446.83,273.53,173.3,Paid
T106605,2023-12-25,C1107,P115,BR-South,Partner,3,307.7,15,923.1,784.64,887.55,-102.91,Paid
T106606,2023-12-25,C1020,P111,BR-North,Online,3,153.15,20,459.45,367.56,340.05,27.51,Paid
T106607,2023-12-25,C1053,P116,BR-West,Branch,4,41.88,10,167.52,150.77,94.72,56.05,Paid
T106608,2023-12-25,C1081,P124,BR-East,Dealer,1,277.89,20,277.89,222.31,220.8,1.51,Paid
T106609,2023-12-25,C1101,P124,BR-North,Branch,1,277.89,20,277.89,222.31,220.8,1.51,Paid
T106610,2023-12-25,C1077,P119,BR-Central,Online,1,345.27,20,345.27,276.22,247.89,28.33,Paid
T106611,2023-12-25,C1038,P110,BR-Central,Branch,3,309.81,10,929.43,836.49,751.11,85.38,Paid
T106612,2023-12-25,C1045,P102,BR-North,Direct Sales,1,86.45,10,86.45,77.81,83.18,-5.37,Paid
T106613,2023-12-25,C1094,P116,BR-Central,Dealer,2,41.88,20,83.76,67.01,47.36,19.65,Paid
T106614,2023-12-25,C1060,P122,BR-North,Online,2,136.8,10,273.6,246.24,256.32,-10.08,Paid
T106615,2023-12-25,C1089,P125,BR-East,Online,1,485.1,15,485.1,412.34,299.53,112.81,Paid
T106616,2023-12-26,C1060,P111,BR-West,Online,1,153.15,10,153.15,137.84,113.35,24.49,Overdue
T106617,2023-12-26,C1070,P112,BR-South,Direct Sales,2,233.47,15,466.94,396.9,286.9,110.0,Paid
T106618,2023-12-26,C1059,P101,BR-West,Direct Sales,3,368.68,10,1106.04,995.44,741.48,253.96,Paid
T106619,2023-12-26,C1040,P121,BR-North,Dealer,4,26.85,5,107.4,102.03,62.0,40.03,Paid
T106620,2023-12-26,C1042,P125,BR-South,Online,4,485.1,10,1940.4,1746.36,1198.12,548.24,Overdue
T106621,2023-12-26,C1072,P116,BR-West,Dealer,2,41.88,10,83.76,75.38,47.36,28.02,Paid
T106622,2023-12-26,C1022,P114,BR-North,Dealer,4,300.28,5,1201.12,1141.06,1004.2,136.86,Paid
T106623,2023-12-26,C1027,P112,BR-North,Online,1,233.47,30,233.47,163.43,143.45,19.98,Paid
T106624,2023-12-26,C1019,P119,BR-West,Direct Sales,1,345.27,25,345.27,258.95,247.89,11.06,Pending
T106625,2023-12-26,C1107,P104,BR-North,Online,1,304.55,20,304.55,243.64,194.17,49.47,Paid
T106626,2023-12-26,C1021,P123,BR-North,Direct Sales,4,162.74,5,650.96,618.41,451.76,166.65,Overdue
T106627,2023-12-26,C1032,P118,BR-Central,Branch,2,159.26,20,318.52,254.82,261.4,-6.58,Pending
T106628,2023-12-26,C1092,P125,BR-East,Branch,1,485.1,15,485.1,412.34,299.53,112.81,Paid
T106629,2023-12-26,C1113,P100,BR-West,Partner,1,193.52,10,193.52,174.17,109.3,64.87,Overdue
T106630,2023-12-26,C1043,P126,BR-South,Online,2,470.35,20,940.7,752.56,547.06,205.5,Paid
T106631,2023-12-26,C1095,P127,BR-West,Branch,5,302.97,15,1514.85,1287.62,1399.6,-111.98,Pending
T106632,2023-12-26,C1066,P127,BR-West,Online,2,302.97,20,605.94,484.75,559.84,-75.09,Pending
T106633,2023-12-26,C1014,P106,BR-Central,Online,3,417.9,25,1253.7,940.28,985.77,-45.49,Pending
T106634,2023-12-26,C1003,P106,BR-West,Online,3,417.9,20,1253.7,1002.96,985.77,17.19,Paid
T106635,2023-12-26,C1006,P115,BR-West,Online,2,307.7,15,615.4,523.09,591.7,-68.61,Paid
T106636,2023-12-26,C1055,P102,BR-East,Direct Sales,1,86.45,15,86.45,73.48,83.18,-9.7,Paid
T106637,2023-12-26,C1064,P115,BR-North,Branch,1,307.7,10,307.7,276.93,295.85,-18.92,Paid
T106638,2023-12-26,C1045,P120,BR-West,Online,1,69.8,10,69.8,62.82,48.96,13.86,Paid
T106639,2023-12-26,C1082,P124,BR-South,Dealer,2,277.89,10,555.78,500.2,441.6,58.6,Paid
T106640,2023-12-26,C1087,P102,BR-West,Online,5,86.45,5,432.25,410.64,415.9,-5.26,Paid
T106641,2023-12-26,C1060,P116,BR-North,Dealer,2,41.88,20,83.76,67.01,47.36,19.65,Partially Paid
T106642,2023-12-26,C1007,P102,BR-Central,Online,1,86.45,15,86.45,73.48,83.18,-9.7,Paid
T106643,2023-12-26,C1115,P104,BR-West,Dealer,1,304.55,5,304.55,289.32,194.17,95.15,Paid
T106644,2023-12-26,C1018,P107,BR-North,Branch,1,99.09,5,99.09,94.14,95.21,-1.07,Paid
T106645,2023-12-26,C1030,P107,BR-East,Dealer,3,99.09,5,297.27,282.41,285.63,-3.22,Paid
T106646,2023-12-26,C1099,P113,BR-South,Online,4,107.84,5,431.36,409.79,300.12,109.67,Paid
T106647,2023-12-26,C1031,P106,BR-North,Branch,2,417.9,15,835.8,710.43,657.18,53.25,Overdue
T106648,2023-12-26,C1076,P106,BR-West,Dealer,5,417.9,10,2089.5,1880.55,1642.95,237.6,Paid
T106649,2023-12-26,C1097,P109,BR-Central,Branch,3,221.65,10,664.95,598.46,507.12,91.34,Paid
T106650,2023-12-27,C1056,P107,BR-East,Partner,2,99.09,15,198.18,168.45,190.42,-21.97,Partially Paid
T106651,2023-12-27,C1043,P122,BR-West,Online,1,136.8,20,136.8,109.44,128.16,-18.72,Pending
T106652,2023-12-27,C1027,P111,BR-West,Online,3,153.15,10,459.45,413.5,340.05,73.45,Pending
T106653,2023-12-27,C1023,P121,BR-East,Online,4,26.85,10,107.4,96.66,62.0,34.66,Paid
T106654,2023-12-27,C1097,P110,BR-Central,Dealer,2,309.81,20,619.62,495.7,500.74,-5.04,Paid
T106655,2023-12-27,C1016,P100,BR-West,Online,3,193.52,20,580.56,464.45,327.9,136.55,Paid
T106656,2023-12-27,C1026,P117,BR-North,Branch,1,483.16,20,483.16,386.53,293.51,93.02,Paid
T106657,2023-12-27,C1052,P116,BR-Central,Branch,1,41.88,5,41.88,39.79,23.68,16.11,Paid
T106658,2023-12-27,C1044,P109,BR-North,Online,2,221.65,15,443.3,376.8,338.08,38.72,Paid
T106659,2023-12-27,C1030,P103,BR-Central,Online,1,38.46,5,38.46,36.54,22.7,13.84,Paid
T106660,2023-12-27,C1068,P116,BR-North,Dealer,1,41.88,25,41.88,31.41,23.68,7.73,Paid
T106661,2023-12-27,C1102,P127,BR-West,Dealer,1,302.97,5,302.97,287.82,279.92,7.9,Paid
T106662,2023-12-27,C1083,P121,BR-West,Online,1,26.85,10,26.85,24.17,15.5,8.67,Partially Paid
T106663,2023-12-27,C1048,P122,BR-Central,Branch,4,136.8,10,547.2,492.48,512.64,-20.16,Partially Paid
T106664,2023-12-27,C1004,P100,BR-East,Direct Sales,1,193.52,10,193.52,174.17,109.3,64.87,Paid
T106665,2023-12-27,C1119,P106,BR-South,Direct Sales,3,417.9,15,1253.7,1065.64,985.77,79.87,Paid
T106666,2023-12-27,C1063,P100,BR-Central,Online,3,193.52,20,580.56,464.45,327.9,136.55,Paid
T106667,2023-12-27,C1096,P116,BR-West,Direct Sales,1,41.88,10,41.88,37.69,23.68,14.01,Partially Paid
T106668,2023-12-27,C1100,P122,BR-East,Dealer,3,136.8,10,410.4,369.36,384.48,-15.12,Paid
T106669,2023-12-27,C1085,P112,BR-West,Direct Sales,3,233.47,5,700.41,665.39,430.35,235.04,Paid
T106670,2023-12-27,C1046,P111,BR-South,Branch,2,153.15,15,306.3,260.36,226.7,33.66,Paid
T106671,2023-12-27,C1018,P117,BR-East,Branch,1,483.16,10,483.16,434.84,293.51,141.33,Paid
T106672,2023-12-27,C1011,P119,BR-West,Dealer,2,345.27,20,690.54,552.43,495.78,56.65,Paid
T106673,2023-12-27,C1056,P121,BR-South,Online,1,26.85,10,26.85,24.17,15.5,8.67,Paid
T106674,2023-12-27,C1104,P105,BR-North,Online,1,20.09,20,20.09,16.07,11.23,4.84,Paid
T106675,2023-12-27,C1046,P113,BR-North,Branch,1,107.84,15,107.84,91.66,75.03,16.63,Pending
T106676,2023-12-27,C1011,P119,BR-North,Online,1,345.27,20,345.27,276.22,247.89,28.33,Pending
T106677,2023-12-27,C1075,P104,BR-North,Dealer,1,304.55,5,304.55,289.32,194.17,95.15,Paid
T106678,2023-12-27,C1020,P129,BR-South,Branch,2,32.16,25,64.32,48.24,48.4,-0.16,Overdue
T106679,2023-12-27,C1075,P127,BR-West,Dealer,1,302.97,15,302.97,257.52,279.92,-22.4,Paid
T106680,2023-12-27,C1041,P122,BR-West,Dealer,2,136.8,25,273.6,205.2,256.32,-51.12,Partially Paid
T106681,2023-12-27,C1063,P109,BR-North,Partner,2,221.65,5,443.3,421.14,338.08,83.06,Paid
T106682,2023-12-27,C1031,P129,BR-East,Online,2,32.16,15,64.32,54.67,48.4,6.27,Paid
T106683,2023-12-27,C1045,P127,BR-North,Online,1,302.97,10,302.97,272.67,279.92,-7.25,Paid
T106684,2023-12-28,C1014,P110,BR-North,Online,1,309.81,20,309.81,247.85,250.37,-2.52,Paid
T106685,2023-12-28,C1042,P101,BR-West,Online,1,368.68,20,368.68,294.94,247.16,47.78,Pending
